col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80,col81,col82,col83,col84,col85,col86,col87,col88,col89,col90,col91,col92,col93,col94,col95,col96,col97,col98,col99,col100,col101,col102,col103,col104,col105,col106,col107,col108,col109,col110,col111,col112,col113,col114,col115,col116,col117,col118,col119,col120,col121,col122,col123,col124,col125,col126,col127,col128,col129,col130,col131,col132,col133,col134,col135,col136,col137,col138,col139,col140,col141,col142,col143,col144,col145,col146,col147,col148,col149,col150,col151,col152,col153,class
10858,189288,4356080,113015160,183379,3147183,71757911,4065869,68920831,101115079,10858,-2055099816,3.8897E+14,-7.36206E+19,-1990945803,3.76827E+14,-7.13223E+19,3.65064E+14,-6.90959E+19,-6.69389E+19,7.58E+43,2.41E+46,3.43E+52,-1.32E+57,2.41E+46,1.75E+51,-8.92E+55,3.43E+52,-8.92E+55,-1.32E+57,110,31,48,72,31,77,45,42,46,130,27,36,63,41,60,92,47,65,11,30,0,11,1,15,15,6,9,9,13,18,18,15,17,10,4,3,10,17,10,3,16,6,20,6,6,1,1,3,16,18,15,16,16,12,10,16,10,2,2,16,3,16,7,13,1,16,13,20,6,6,16,2,19,13,13,10,1,3,16,11,7,16,15,7,12,16,5,3,17,18,12,17,1,10,18,4,3,16,4,6,10,3,2,1,6,14,7,2,16,15,10,10,13,3,10,3,4,18,13,19,17,10,14,0
33042,952899,36369939,1563783771,934596,26870524,1023686324,34896620,999213358,1464781164,33042,-31484735859,3.00009E+16,-2.85869E+22,-30879986436,2.94246E+16,-2.80378E+22,2.88594E+16,-2.74993E+22,-2.69711E+22,3.17E+82,2.54E+85,2.00E+92,-3.12E+97,2.54E+85,9.99E+90,-2.04E+96,2.00E+92,-2.04E+96,-3.12E+97,172,32,160,246,145,142,68,230,250,316,83,136,146,130,111,228,201,239,36,103,0,11,18,5,4,16,18,18,18,3,18,10,12,15,5,10,6,3,20,18,18,3,10,3,17,16,14,10,16,10,6,8,19,9,6,1,18,1,10,9,12,10,14,8,9,4,12,1,10,16,14,10,3,18,13,5,9,18,9,18,6,7,8,6,12,10,9,10,8,8,13,19,9,12,10,20,17,14,13,18,4,1,18,10,4,4,8,20,10,10,8,18,13,16,16,15,8,9,20,3,13,10,9,0
7821,112892,2148884,46071272,113297,1614882,30540756,2130309,30011192,44867705,7821,-882815440,9.96501E+13,-1.12483E+19,-885982540,1.00008E+14,-1.12886E+19,1.00366E+14,-1.13291E+19,-1.13698E+19,5.64E+34,6.87E+35,9.89E+42,-2.38E+47,6.87E+35,5.04E+41,-1.80E+46,9.89E+42,-1.80E+46,-2.38E+47,52,22,50,41,31,42,19,28,51,88,20,24,58,39,52,40,33,54,13,15,0,11,12,15,10,15,12,1,9,8,20,18,4,15,1,18,9,14,9,9,8,5,17,8,14,6,2,20,13,18,8,15,2,10,10,15,15,15,6,19,18,4,9,9,11,18,7,15,16,6,13,17,10,10,13,13,14,9,3,10,3,16,16,1,11,6,3,16,3,17,17,4,3,4,3,4,3,4,3,4,4,5,14,13,16,14,10,5,3,5,3,3,10,10,9,5,3,3,10,3,6,17,7,0
959,5591,41661,348587,4937,27874,203924,32451,178334,240779,959,-5356178,29915173578,-1.67081E+14,-4729646,26415875893,-1.47537E+14,23325920784,-1.30279E+14,-1.1504E+14,9.05022E+11,7.35049E+13,9.75E+17,-7.43E+20,7.35049E+13,5.98E+16,-5.33E+19,9.75E+17,-5.33E+19,-7.43E+20,13,9,6,3,3,4,2,4,9,10,6,4,5,2,2,9,4,8,1,1,0,11,1,9,11,5,3,10,15,17,9,8,11,8,6,8,6,16,16,10,10,18,1,1,11,18,10,10,16,18,18,5,2,10,20,5,9,18,1,9,1,10,9,1,1,9,3,13,3,1,18,1,18,9,12,7,12,13,3,9,18,2,19,1,17,12,16,14,1,9,1,17,17,11,4,16,2,13,16,10,14,2,2,4,6,2,15,11,7,1,16,16,3,16,10,13,13,2,2,2,3,8,12,0
1599,11389,102651,1036393,10509,72991,643091,89253,607181,851913,1599,-18199622,2.07146E+11,-2.35771E+15,-16793382,1.9114E+11,-2.17553E+15,1.76371E+11,-2.00744E+15,-1.85233E+15,2.35404E+14,1.29E+16,7.09E+20,-1.52E+24,1.29E+16,4.12E+19,-1.37E+23,7.09E+20,-1.37E+23,-1.52E+24,16,8,5,9,6,11,3,8,8,18,3,6,5,8,4,16,8,5,1,12,0,11,16,4,1,16,15,10,2,16,6,20,20,16,10,12,14,16,5,18,4,13,5,14,2,13,15,15,6,4,6,1,1,10,14,20,2,2,6,5,1,3,10,9,20,2,2,16,4,13,6,16,20,5,13,20,9,7,16,20,11,19,16,10,16,8,6,1,10,8,6,10,6,8,1,1,10,18,10,10,1,5,18,8,16,18,2,18,10,2,20,10,5,10,20,17,9,13,14,15,10,3,17,0
10378,175104,3888468,97255422,173053,2870721,63253069,3743339,61196267,90556363,10378,-1817054208,3.18143E+14,-5.57027E+19,-1795770981,3.14416E+14,-5.50503E+19,3.10734E+14,-5.44055E+19,-5.37682E+19,2.13E+42,3.52E+44,8.40E+50,-3.01E+55,3.52E+44,4.15E+49,-2.09E+54,8.40E+50,-2.09E+54,-3.01E+55,60,28,57,113,18,73,29,42,58,90,26,42,48,50,83,83,50,49,9,28,0,11,6,5,1,10,4,15,5,1,4,1,18,3,13,1,10,4,2,9,10,2,6,14,18,10,4,4,13,10,2,17,13,2,6,7,18,5,2,1,16,2,10,10,13,19,1,18,15,15,15,15,2,13,10,14,2,14,13,10,1,13,6,4,10,20,15,18,10,13,10,15,16,10,8,14,9,10,15,18,14,2,3,20,15,1,15,6,2,6,7,16,18,15,10,7,4,10,4,1,7,18,4,0
3214,30188,367614,5022698,28321,264068,3191262,327355,3007806,4255417,3214,-96994044,2.92715E+12,-8.83372E+16,-90995373,2.74611E+12,-8.28739E+16,2.57628E+12,-7.77485E+16,-7.29401E+16,4.86E+20,6.73E+22,7.95E+27,-4.68E+31,6.73E+22,4.46E+26,-3.45E+30,7.95E+27,-3.45E+30,-4.68E+31,19,4,18,21,9,17,7,9,20,26,5,11,20,20,13,19,9,25,8,18,0,11,18,15,11,18,13,18,10,10,16,10,10,10,10,10,6,13,1,18,13,14,4,12,14,3,6,15,20,16,10,17,20,8,20,17,6,10,16,9,7,18,4,3,18,13,1,5,14,1,10,6,16,10,12,3,10,14,5,5,15,20,12,16,9,3,15,9,16,14,13,11,6,10,19,15,14,18,4,6,11,4,3,19,9,14,3,16,14,10,14,9,1,15,4,3,8,5,11,4,17,10,9,0
4464,48390,685812,10963080,49240,536844,7607788,699548,7585766,11143930,4464,-215964570,1.04482E+13,-5.05474E+17,-219758120,1.06317E+13,-5.14353E+17,1.08185E+13,-5.23388E+17,-5.32582E+17,5.39E+24,-7.19E+24,2.16E+32,-2.34E+36,-7.19E+24,1.12E+31,-1.92E+35,2.16E+32,-1.92E+35,-2.34E+36,38,3,20,33,11,16,12,16,31,52,12,16,34,25,16,25,23,29,3,17,0,11,10,6,12,16,1,13,6,13,1,17,15,4,1,6,16,1,10,10,1,10,14,14,17,1,10,14,4,3,14,4,12,8,12,13,4,9,1,1,13,18,14,14,13,15,17,15,1,1,10,1,18,10,9,16,6,12,13,15,6,10,1,14,14,14,15,13,9,17,15,15,18,1,13,10,9,3,10,13,18,12,3,4,7,18,17,18,13,13,19,9,1,12,16,9,14,13,1,5,17,8,7,0
5603,66470,1037900,18294806,65278,769017,11947685,1006704,11742393,17532994,5603,-372364940,2.47467E+13,-1.64462E+18,-365687356,2.43029E+13,-1.61513E+18,2.38671E+13,-1.58616E+18,-1.55772E+18,3.42E+27,3.57E+29,2.14E+35,-2.94E+39,3.57E+29,1.18E+34,-2.30E+38,2.14E+35,-2.30E+38,-2.94E+39,36,13,19,28,32,35,16,25,23,49,10,24,27,25,15,46,35,37,8,26,0,11,5,17,18,10,17,15,14,13,2,4,14,1,6,10,9,1,10,20,15,17,13,17,8,8,1,10,18,18,10,10,18,16,8,18,18,10,18,16,8,17,18,8,14,8,7,9,14,4,18,10,13,13,6,10,9,20,6,8,18,10,3,1,6,16,16,15,17,17,18,20,18,20,14,19,13,1,4,9,4,12,12,17,6,18,18,16,14,17,5,9,2,16,18,9,6,16,6,8,16,16,20,0
7206,100983,1839567,37730601,93635,1303936,23595062,1597773,22109842,30851033,7206,-727582515,7.34633E+13,-7.41751E+18,-674640175,6.81177E+13,-6.87778E+18,6.31612E+13,-6.37732E+18,-5.91328E+18,1.86E+33,6.80E+35,2.44E+41,-4.64E+45,6.80E+35,1.28E+40,-3.01E+44,2.44E+41,-3.01E+44,-4.64E+45,45,7,44,45,29,41,10,39,49,77,13,30,23,27,41,50,41,45,11,27,0,11,1,9,8,12,17,14,20,16,7,13,16,15,17,7,10,9,18,9,17,16,3,15,3,10,12,15,1,4,12,6,10,16,15,1,7,16,16,16,4,4,17,16,16,18,10,14,13,6,8,1,11,4,17,15,6,10,1,3,16,6,14,6,16,5,17,6,14,6,8,1,15,10,16,15,10,8,5,10,10,15,15,19,1,1,15,7,18,7,7,14,3,14,6,13,3,16,5,13,3,15,5,0
8484,126255,2466577,54193605,125764,1852961,35929563,2422392,35434541,52442242,8484,-1071021165,1.35206E+14,-1.70684E+19,-1066856012,1.3468E+14,-1.7002E+19,1.34156E+14,-1.69359E+19,-1.687E+19,1.77E+36,1.37E+38,3.66E+44,-9.54E+48,1.37E+38,1.86E+43,-7.02E+47,3.66E+44,-7.02E+47,-9.54E+48,52,9,70,61,26,59,19,38,36,76,13,35,61,32,36,44,63,68,8,23,0,11,6,10,13,15,6,13,10,1,16,10,10,10,10,14,18,2,19,10,14,2,1,1,16,4,13,2,15,1,18,5,15,4,1,4,18,17,10,4,1,6,6,1,4,14,4,13,6,14,1,10,6,9,18,5,11,6,2,13,6,14,4,13,1,10,5,16,17,3,12,3,3,5,17,18,15,12,6,4,17,18,14,4,15,15,16,10,9,4,15,12,13,10,9,8,5,13,16,9,15,8,10,0
7907,118090,2311198,50940208,112050,1650074,31952168,2083116,30319786,43696572,7907,-933619540,1.10237E+14,-1.30163E+19,-885867300,1.04599E+14,-1.23505E+19,9.92489E+13,-1.17188E+19,-1.11194E+19,1.65E+36,5.58E+38,3.22E+44,-7.72E+48,5.58E+38,1.66E+43,-5.15E+47,3.22E+44,-5.15E+47,-7.72E+48,58,8,69,55,31,57,19,57,39,51,11,41,52,26,37,45,49,59,4,28,0,11,9,4,12,20,2,10,14,1,1,10,18,2,10,6,11,10,2,7,16,7,1,5,1,13,4,15,15,6,7,10,15,13,16,5,7,6,7,7,4,9,6,9,4,6,14,18,10,14,15,16,9,15,6,19,18,19,12,14,5,5,18,8,4,4,20,17,6,13,3,13,18,10,18,6,15,10,7,16,3,8,3,16,6,3,6,12,8,9,20,8,10,16,6,4,6,1,6,17,8,5,18,0
15169,297791,7781377,229520471,297612,5826821,152305175,7723336,150492533,225822600,15169,-4516893888,1.345E+15,-4.00503E+20,-4514178816,1.34419E+15,-4.00262E+20,1.34339E+15,-4.00022E+20,-3.99781E+20,7.32E+51,1.80E+54,6.84E+60,-4.01E+65,1.80E+54,3.55E+59,-2.83E+64,6.84E+60,-2.83E+64,-4.01E+65,115,20,75,97,62,111,29,99,104,131,40,73,71,49,57,101,91,122,15,38,0,11,17,15,8,10,17,1,5,9,18,18,15,17,10,9,17,6,5,6,5,17,12,18,17,1,7,14,9,19,9,5,16,15,13,6,8,15,10,10,16,18,9,1,14,17,1,7,8,18,10,4,3,6,17,9,11,9,6,20,16,5,6,7,13,16,16,18,1,6,4,18,18,5,12,17,6,10,6,6,20,13,4,1,8,17,3,13,1,20,9,6,14,8,10,17,11,1,12,13,8,8,6,0
4225,44047,598975,9192895,43279,454918,6193512,578947,6082044,8760697,4225,-186054528,8.1932E+12,-3.60801E+17,-182810496,8.05035E+12,-3.5451E+17,7.90998E+12,-3.48329E+17,-3.42255E+17,2.43E+23,1.56E+25,7.36E+30,-6.76E+34,1.56E+25,4.01E+29,-5.51E+33,7.36E+30,-5.51E+33,-6.76E+34,21,7,20,15,22,40,7,20,10,38,11,15,25,24,9,40,23,31,5,13,0,11,9,17,10,10,10,10,10,10,18,10,10,4,10,6,4,1,14,6,16,10,7,15,18,13,10,15,15,7,13,16,10,9,9,9,10,15,1,15,16,14,10,16,4,5,19,9,16,7,12,10,3,11,8,14,5,17,4,16,2,16,11,3,14,16,1,9,4,13,10,8,12,20,10,3,11,4,20,5,6,17,8,16,8,6,16,13,13,14,12,5,17,18,8,5,3,17,6,16,16,12,10,0
9069,143600,2989664,70086188,144073,2280979,47423839,3036995,47822903,72136309,9069,-1302164800,1.8697E+14,-2.6846E+19,-1306453964,1.87586E+14,-2.69344E+19,1.88204E+14,-2.70231E+19,-2.71121E+19,1.76E+39,1.01E+41,5.24E+47,-1.72E+52,1.01E+41,2.83E+46,-1.31E+51,5.24E+47,-1.31E+51,-1.72E+52,59,68,57,78,36,62,36,43,56,74,19,41,25,39,55,72,51,58,1,26,0,11,4,9,11,10,1,6,2,5,10,10,8,10,6,14,8,18,10,10,13,1,4,1,15,4,15,16,15,6,15,16,8,16,15,6,15,7,1,15,17,7,13,14,17,1,10,10,4,16,16,2,4,12,9,15,1,3,10,18,5,8,8,3,16,16,15,16,18,12,17,7,3,20,1,9,18,9,4,5,8,18,3,8,10,14,5,10,3,8,6,13,3,18,17,15,18,6,10,10,14,20,6,0
6537,86545,1515719,29974165,86995,1147300,20010110,1511559,19720922,29586595,6537,-565658120,4.89474E+13,-4.2355E+18,-568599320,4.92019E+13,-4.25753E+18,4.94577E+13,-4.27966E+18,-4.30192E+18,6.23E+31,4.46E+33,7.37E+39,-1.43E+44,4.46E+33,3.85E+38,-1.09E+43,7.37E+39,-1.09E+43,-1.43E+44,42,7,39,65,25,32,15,50,52,67,13,21,21,43,36,40,32,43,4,15,0,11,18,18,16,4,18,3,8,1,9,1,3,13,1,1,1,16,7,13,10,10,10,12,6,3,1,17,18,1,14,9,12,13,6,16,18,1,4,12,12,10,2,16,14,20,4,4,9,18,15,13,2,8,3,10,8,3,16,10,15,1,10,6,18,4,14,3,10,1,10,13,1,8,1,18,8,6,3,14,16,16,6,9,16,16,18,10,4,1,10,16,6,18,1,10,13,15,6,16,6,8,18,0
8042,119738,2350212,52005626,112628,1667111,32668469,2066852,30280231,42816530,8042,-962813258,1.15271E+14,-1.38006E+19,-905641748,1.08426E+14,-1.29811E+19,1.01988E+14,-1.22103E+19,-1.14853E+19,1.68E+36,6.79E+38,3.21E+44,-7.48E+48,6.79E+38,1.65E+43,-4.80E+47,3.21E+44,-4.80E+47,-7.48E+48,47,19,45,63,40,19,30,41,48,87,20,32,41,39,43,52,34,54,14,22,0,11,16,15,15,15,7,16,3,4,12,3,6,6,14,13,7,9,15,15,9,17,16,3,1,12,4,17,4,3,7,10,4,16,10,8,2,9,18,6,4,9,16,1,2,16,10,4,16,12,10,4,6,10,1,6,18,10,4,1,3,10,13,12,20,9,16,9,8,10,15,10,10,2,17,18,1,15,10,10,13,4,9,10,17,8,20,17,17,10,18,6,10,10,12,1,15,12,20,12,5,6,6,0
10410,167540,3573768,86149406,171954,2755051,58550049,3723436,59530523,90601836,10410,-1743923860,2.92149E+14,-4.89419E+19,-1789869186,2.99846E+14,-5.02314E+19,3.07746E+14,-5.15547E+19,-5.2913E+19,6.48E+40,-6.08E+40,2.27E+49,-8.05E+53,-6.08E+40,1.18E+48,-6.06E+52,2.27E+49,-6.06E+52,-8.05E+53,73,21,57,65,50,58,37,50,50,94,25,43,60,48,61,61,53,72,14,31,0,11,5,7,10,15,17,2,1,1,9,10,15,13,10,17,1,16,14,17,18,9,17,5,16,14,12,15,13,1,1,1,15,17,5,14,14,8,15,2,20,16,1,13,18,1,1,4,13,5,10,16,6,17,16,16,12,20,18,4,4,11,20,2,1,19,10,4,12,13,9,16,18,7,9,16,19,3,8,5,5,15,12,17,12,1,6,1,13,13,6,17,1,20,14,16,13,10,13,10,16,15,6,0
4627,49922,706376,11287868,51014,544010,7633554,725060,7653470,11565770,4627,-230939172,1.15265E+13,-5.75299E+17,-235990764,1.17786E+13,-5.87883E+17,1.20362E+13,-6.00743E+17,-6.13884E+17,5.59E+24,-3.90E+23,2.24E+32,-2.43E+36,-3.90E+23,1.17E+31,-2.00E+35,2.24E+32,-2.00E+35,-2.43E+36,29,4,23,22,20,29,11,21,20,43,13,20,27,16,31,38,16,28,3,22,0,11,15,10,1,15,10,10,15,6,1,1,10,1,6,13,6,13,6,10,15,1,1,6,5,16,15,16,5,16,16,3,16,6,16,16,13,1,16,4,15,6,18,13,6,14,18,3,5,20,1,15,5,16,13,16,13,10,16,11,9,14,5,10,3,5,6,16,18,12,1,2,4,9,17,16,5,11,5,10,15,14,4,10,13,18,15,10,1,12,8,11,9,4,8,16,10,10,13,3,12,10,10,0
3362,34105,445183,6501151,31172,312763,4065635,377896,3747075,5180150,3362,-114626905,3.90819E+12,-1.33249E+17,-104769092,3.57209E+12,-1.2179E+17,3.26489E+12,-1.11316E+17,-1.01743E+17,9.67E+21,1.53E+24,2.08E+29,-1.44E+33,1.53E+24,1.14E+28,-1.05E+32,2.08E+29,-1.05E+32,-1.44E+33,12,29,13,23,5,31,15,8,10,38,8,16,16,14,20,26,26,13,5,7,0,11,6,7,13,13,10,10,13,10,10,10,10,10,7,17,2,18,13,1,16,19,6,10,15,2,11,14,2,9,17,12,6,3,2,15,18,4,4,2,1,10,6,14,3,10,2,15,17,17,8,18,15,10,19,4,4,6,4,4,10,4,10,18,4,9,16,2,17,7,16,4,9,17,12,15,17,10,16,20,15,17,6,10,9,8,17,16,10,17,4,18,18,2,6,10,3,10,2,12,14,6,12,0
5226,63346,993762,17531542,61449,738334,11436648,944049,11272562,16305261,5226,-330982850,2.09624E+13,-1.32763E+18,-321071025,2.03347E+13,-1.28787E+18,1.97257E+13,-1.24931E+18,-1.21189E+18,3.19E+27,2.37E+29,2.00E+35,-2.73E+39,2.37E+29,1.06E+34,-2.11E+38,2.00E+35,-2.11E+38,-2.73E+39,35,7,26,46,29,11,17,28,44,61,16,22,34,23,23,26,20,32,6,18,0,11,10,17,2,12,9,1,6,16,15,11,18,18,3,1,1,12,16,12,6,13,5,14,13,18,18,10,10,7,8,15,3,18,13,13,1,3,14,4,9,10,5,8,14,9,10,15,14,2,2,18,10,5,3,5,18,16,3,13,10,16,3,10,9,19,9,4,18,9,15,1,1,10,16,4,11,18,4,20,8,17,7,12,15,12,18,8,17,4,13,8,20,13,4,18,18,7,11,5,1,18,12,0
8501,128339,2573285,58367951,123115,1837041,36695947,2353937,34775181,50785831,8501,-1090881500,1.39986E+14,-1.79636E+19,-1046477500,1.34288E+14,-1.72324E+19,1.28822E+14,-1.65309E+19,-1.5858E+19,5.33E+37,2.32E+40,1.22E+46,-3.16E+50,2.32E+40,6.41E+44,-2.05E+49,1.22E+46,-2.05E+49,-3.16E+50,59,7,53,59,40,48,19,55,65,84,23,50,32,29,44,35,40,58,12,35,0,11,1,9,13,10,17,3,14,4,9,15,15,14,8,16,8,15,6,8,18,6,18,4,12,18,1,4,10,9,9,16,5,12,15,7,10,7,5,17,10,18,9,3,15,12,18,1,17,17,15,3,20,20,5,1,10,1,7,17,18,15,3,7,10,18,6,15,19,8,15,17,14,14,7,20,20,3,9,2,13,9,15,18,20,20,10,16,10,4,5,20,11,6,15,17,10,14,12,17,11,8,12,0
16149,334397,9052501,275020871,323776,6630857,178594843,8638616,175498811,260083948,16149,-5399842756,1.80558E+15,-6.03743E+20,-5228334848,1.74823E+15,-5.84567E+20,1.6927E+15,-5.66E+20,-5.48023E+20,3.12E+53,9.37E+55,3.31E+62,-2.09E+67,9.37E+55,1.75E+61,-1.48E+66,3.31E+62,-1.48E+66,-2.09E+67,117,23,93,134,59,90,48,54,108,152,27,50,70,68,97,173,93,86,15,34,0,11,6,12,1,4,16,14,7,18,4,7,4,5,20,6,4,9,7,1,16,10,6,15,9,7,17,16,15,16,10,15,10,16,7,9,17,15,15,17,15,7,1,16,16,6,9,18,8,7,15,12,16,4,18,16,17,15,16,16,16,17,13,16,8,13,14,16,10,1,4,12,6,10,4,13,5,16,14,3,6,17,10,4,3,5,6,16,13,8,19,18,3,15,18,3,11,6,10,15,13,18,16,0
9033,140608,2860044,65367718,135380,2090018,42367856,2625664,40082476,57140312,9033,-1269971456,1.78548E+14,-2.51026E+19,-1222752160,1.7191E+14,-2.41692E+19,1.65518E+14,-2.32706E+19,-2.24053E+19,5.66E+37,1.26E+40,1.34E+46,-3.61E+50,1.26E+40,6.62E+44,-2.46E+49,1.34E+46,-2.46E+49,-3.61E+50,41,17,46,57,25,33,17,52,80,77,20,55,45,58,30,88,39,43,8,26,0,11,4,16,4,3,10,16,6,15,4,10,17,8,3,16,8,11,12,9,18,15,3,8,9,12,9,5,9,12,4,3,10,17,3,4,10,16,10,12,9,8,16,1,3,17,17,3,12,16,6,17,18,12,14,8,11,11,11,1,12,12,13,4,3,19,10,16,10,10,10,9,10,4,9,12,16,18,13,10,16,3,1,10,10,12,9,10,8,6,15,20,16,14,1,8,4,1,10,13,13,3,9,0
1508,10367,93433,948329,9546,64384,576788,75998,504066,676062,1508,-15623069,1.61857E+11,-1.67686E+15,-14385822,1.49039E+11,-1.54406E+15,1.37236E+11,-1.42178E+15,-1.30919E+15,2.22007E+14,1.84E+16,6.17E+20,-1.04E+24,1.84E+16,3.28E+19,-7.64E+22,6.17E+20,-7.64E+22,-1.04E+24,10,4,12,3,6,6,5,10,10,13,3,5,15,7,5,11,7,6,3,6,0,11,1,10,9,15,8,14,9,4,10,16,3,10,14,15,3,13,13,1,7,2,16,1,6,13,18,6,3,3,10,5,7,19,14,1,17,8,11,6,13,13,3,16,1,20,14,6,6,18,5,5,10,17,18,7,5,13,17,3,20,13,5,9,13,13,9,8,1,5,17,17,9,8,20,7,13,12,8,12,16,12,6,16,8,2,10,3,8,10,15,16,14,19,16,13,1,10,17,18,16,9,18,0
12358,222532,5267764,140226844,211809,3811910,90007316,4741203,85314002,119406189,12358,-2749827924,6.11875E+14,-1.36151E+20,-2617323813,5.82391E+14,-1.2959E+20,5.54328E+14,-1.23346E+20,-1.17402E+20,3.02E+45,1.40E+48,1.54E+54,-6.20E+58,1.40E+48,7.70E+52,-3.99E+57,1.54E+54,-3.99E+57,-6.20E+58,72,14,52,77,24,58,34,29,92,120,26,82,69,59,43,162,62,55,6,22,0,11,17,7,6,4,4,10,6,16,3,18,7,14,3,16,8,18,10,17,20,10,4,6,10,10,11,7,14,1,1,6,6,16,6,17,1,18,3,9,9,16,1,6,7,12,4,4,3,14,12,5,12,8,16,6,16,1,5,13,17,2,14,16,12,6,13,18,10,12,17,7,17,20,14,6,16,6,11,10,7,10,9,9,1,15,10,10,14,16,16,4,3,19,12,1,1,9,15,9,15,10,16,0
5870,75173,1267189,24067571,72097,916804,15360254,1149095,14507550,20596315,5870,-441190337,3.316E+13,-2.49231E+18,-423137293,3.18031E+13,-2.39033E+18,3.05017E+13,-2.29252E+18,-2.19871E+18,2.15E+30,5.06E+32,1.94E+38,-3.02E+42,5.06E+32,9.90E+36,-2.04E+41,1.94E+38,-2.04E+41,-3.02E+42,66,9,33,37,19,38,13,30,37,57,10,24,25,20,28,39,32,52,5,18,0,11,1,13,6,14,10,1,10,5,16,18,16,3,9,17,6,10,18,4,5,1,15,12,10,17,1,10,6,10,12,10,18,1,16,6,6,17,1,9,1,10,15,3,1,6,10,1,18,15,3,18,16,4,10,17,6,5,13,4,11,10,6,6,15,18,9,17,10,7,13,1,18,7,1,6,8,10,1,15,12,8,13,4,3,12,1,3,11,1,15,10,3,5,12,10,8,15,18,18,1,2,12,0
2159,16754,171798,1986482,17254,133208,1370418,172644,1328904,1922584,2159,-36155132,6.05463E+11,-1.01392E+16,-37234132,6.23532E+11,-1.04418E+16,6.4214E+11,-1.07534E+16,-1.10744E+16,6.67E+16,4.28E+17,4.55E+23,-1.69E+27,4.28E+17,2.28E+22,-1.51E+26,4.55E+23,-1.51E+26,-1.69E+27,14,2,13,17,10,18,8,6,9,17,2,6,11,11,18,21,2,11,8,7,0,11,1,4,14,7,6,1,13,4,14,1,1,1,6,9,16,7,6,3,10,6,6,16,20,9,18,8,10,20,4,10,4,12,5,14,6,9,15,2,4,10,16,1,4,2,13,16,10,17,3,16,10,10,4,9,18,6,16,8,14,18,4,16,6,13,19,10,1,5,4,16,15,1,5,15,6,4,14,5,18,10,4,9,6,3,20,13,15,19,3,1,19,16,12,16,15,3,16,3,16,10,10,0
3448,34111,442955,6473089,35210,346129,4458959,460248,4506443,6739646,3448,-117580617,4.00963E+12,-1.36733E+17,-121368870,4.13881E+12,-1.41138E+17,4.27216E+12,-1.45685E+17,-1.50379E+17,9.92E+21,-3.82E+23,2.43E+29,-2.04E+33,-3.82E+23,1.27E+28,-1.79E+32,2.43E+29,-1.79E+32,-2.04E+33,35,5,19,36,8,27,8,9,22,32,5,15,27,19,24,31,9,23,1,3,0,11,16,1,3,1,1,1,6,1,13,10,13,15,10,2,2,10,4,9,6,13,12,6,20,6,5,7,10,7,6,4,9,6,9,10,6,14,20,8,15,10,18,4,13,6,16,13,1,4,9,1,6,10,10,1,6,3,15,10,18,4,18,12,6,4,12,18,4,9,4,17,7,14,14,18,18,16,15,8,15,1,1,10,12,1,18,15,10,10,18,18,3,13,4,17,3,4,14,10,14,9,10,0
2808,26800,330054,4558480,23491,222321,2718269,256295,2388541,3150943,2808,-75227600,2.01538E+12,-5.3993E+16,-65939237,1.76654E+12,-4.73265E+16,1.54843E+12,-4.14831E+16,-3.63611E+16,4.25E+20,9.53E+22,6.41E+27,-3.18E+31,9.53E+22,3.57E+26,-1.87E+30,6.41E+27,-1.87E+30,-3.18E+31,26,3,20,12,14,26,14,11,21,33,6,7,17,7,18,12,9,21,5,9,0,11,18,1,18,10,6,6,15,6,18,10,15,10,15,10,10,10,16,1,10,9,13,6,8,7,18,13,15,1,6,13,1,1,1,5,6,17,16,18,17,16,1,9,18,1,18,12,6,18,14,10,7,20,14,14,17,6,4,6,3,7,1,18,10,10,10,13,6,11,10,6,16,6,4,17,3,5,6,13,14,10,9,12,10,12,9,9,10,5,17,18,18,1,19,3,13,15,6,20,6,7,16,0
12694,237544,5801552,158766844,228731,4243626,103270478,5419025,100244564,144061301,12694,-3015145992,7.16173E+14,-1.70109E+20,-2903282583,6.89603E+14,-1.63798E+20,6.64018E+14,-1.57721E+20,-1.5187E+20,1.12E+47,3.06E+49,6.85E+55,-3.15E+60,3.06E+49,3.50E+54,-2.17E+59,6.85E+55,-2.17E+59,-3.15E+60,83,59,65,77,35,101,35,44,39,138,23,41,109,62,71,73,67,83,15,35,0,11,4,10,1,1,10,2,15,19,6,10,10,10,1,10,10,13,13,6,1,1,16,17,14,18,2,17,6,17,3,11,9,10,15,10,13,1,16,13,4,17,7,10,3,11,10,15,7,10,20,14,6,2,14,18,18,14,6,12,10,4,10,17,20,10,13,17,12,1,16,10,16,5,10,14,3,8,14,4,18,14,6,20,18,10,8,1,7,12,14,18,15,14,18,13,10,14,15,10,15,8,18,0
